action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,230,5,,,,,White,,,,,1,Male,0,2016,0013.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,109,Tompkins County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,27060,Ithaca - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000068322,0000471,36,NY,New York,69000,96,2466,1355,29.56999969482422,6209,,147.97999572753906
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,469,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2016,3034.00,2,Not Hispanic or Latino,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,59,Nassau County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000480228,0162122,36,NY,New York,106200,959,834,804,9.390000343322754,2556,,151.25999450683594
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,108,3,,,,,Black or African American,,,,,2,Female,0,2016,0622.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,81,Queens County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),22-3039688,0016943,36,NY,New York,72600,340,691,603,98.38999938964844,1983,,126.81999969482422
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,140,5,,,,,White,,,,,1,Male,0,2016,0122.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0003303298,0009862,36,NY,New York,68100,112,1374,1125,8.479999542236328,6011,,192.8699951171875
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,112,5,,,,,White,,,,,2,Female,0,2016,0244.00,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,65,Oneida County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,46540,"Utica, Rome - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,3444109999,0000733,36,NY,New York,59600,137,1779,1433,3.5899999141693115,4037,,80.7699966430664
1,Loan originated,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",44,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,0,2016,4050.00,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,59,Nassau County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000004735,0005002,36,NY,New York,106200,100,1635,1180,77.4800033569336,5134,,79.16000366210938
1,Loan originated,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",162,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2016,5217.00,1,Hispanic or Latino,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,59,Nassau County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000004735,0003235,36,NY,New York,106200,261,1570,1555,6.429999828338623,4747,,112.7699966430664
5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,68,5,,,,,White,,,,,2,Female,0,2016,0435.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,47,Kings County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,13-3753941,0000281,36,NY,New York,72600,160,1149,289,96.23999786376953,4463,,49.119998931884766
1,Loan originated,7,HUD,Department of Housing and Urban Development,1,Hispanic or Latino,84,5,,,,,White,,,,,1,Male,0,2016,0505.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,69,Ontario County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",54-2070914,0010062,36,NY,New York,68100,200,2394,2009,3.7899999618530273,6100,,112.41999816894531
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2016,0104.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,71,Orange County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,35614,"New York, Jersey City, White Plains - NY, NJ",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),75-2921540,0248424,36,NY,New York,72600,119,1455,1204,30.280000686645508,3649,,122.69999694824219
1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,72,5,,,,,White,,,,,1,Male,0,2016,9526.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111,Ulster County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,28740,Kingston - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000015969,0000240,36,NY,New York,75900,249,2194,1490,14.640000343322754,5630,,111.22000122070312
1,Loan originated,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",175,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2016,4148.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,59,Nassau County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000004735,0003906,36,NY,New York,106200,416,2100,1944,15.0,6614,,97.58999633789062
5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",41,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,0,2016,0520.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,81,Queens County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,05-0402708,0021793,36,NY,New York,72600,235,507,427,99.20999908447266,1521,,149.22999572753906
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,57,5,,,,,White,,,,,1,Male,0,2016,0143.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,55,Monroe County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),7197000003,0506374,36,NY,New York,68100,106,1948,1779,18.229999542236328,4910,,95.79000091552734
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,311,5,,,,,White,,,,,1,Male,0,2016,0640.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,47,Kings County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",02-0594137,0000456,36,NY,New York,72600,688,576,519,17.700000762939453,1599,,146.33999633789062
1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,89,5,,,,,White,,,,,2,Female,0,2016,0013.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,109,Tompkins County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,27060,Ithaca - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000000609,0000415,36,NY,New York,69000,160,2466,1355,29.56999969482422,6209,,147.97999572753906
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,144,5,,,,,White,,,,,1,Male,2,2016,4138.04,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,59,Nassau County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000451965,0801964,36,NY,New York,106200,263,1309,1065,43.779998779296875,3901,,119.70999908447266
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,9999,5,,,,,White,,,,,1,Male,0,2016,0061.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,61,New York County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,0372646,36,NY,New York,72600,9000,108,896,28.079999923706055,5224,,325.2799987792969
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,85,5,,,,,White,,,,,1,Male,0,2016,0215.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,117,Wayne County,,,,,,,6,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,40380,Rochester - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000656733,0003928,36,NY,New York,68100,132,1508,699,7.840000152587891,2118,,84.36000061035156
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2016,0116.02,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,87,Rockland County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),13-6131491,0090005,36,NY,New York,72600,400,1678,1445,14.979999542236328,5946,,199.6999969482422
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,70,5,,,,,White,,,,,1,Male,0,2016,9526.00,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,111,Ulster County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,28740,Kingston - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000015766,0000554,36,NY,New York,75900,96,2194,1490,14.640000343322754,5630,,111.22000122070312
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",64,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2016,4069.00,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",59,Nassau County,1,,,Debt-to-income ratio,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,35004,"Nassau County, Suffolk County - NY",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,0322550,36,NY,New York,106200,80,1675,1009,97.23999786376953,7272,,50.41999816894531
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,0,2016,0153.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,61,New York County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,35614,"New York, Jersey City, White Plains - NY, NJ",3,Not applicable,3,Not applicable,3,Multifamily dwelling,0,Loan was not originated or was not sold in calendar year covered by register,0002942690,0000116,36,NY,New York,72600,6500,263,2032,18.290000915527344,9320,,367.6099853515625
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,46,5,,,,,White,,,,,2,Female,0,2016,0140.00,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,67,Onondaga County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,45060,Syracuse - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000003025,0000551,36,NY,New York,69200,109,1331,1060,13.890000343322754,3822,,79.77999877929688
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2016,9507.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,37,Genesee County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),33-0941669,0034191,36,NY,New York,58900,90,1096,396,15.449999809265137,2453,,67.80000305175781
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,50,2,,,,,Asian,,,,,2,Female,0,2016,0005.00,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,109,Tompkins County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,27060,Ithaca - NY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000861304,0001083,36,NY,New York,69000,186,1228,804,34.650001525878906,4473,,132.49000549316406
